,home,distance,type,assisted,result
2223,0,11,2-pt jump shot,0,0
2224,0,0,2-pt dunk,1,1
2225,0,21,2-pt jump shot,0,0
2226,0,20,2-pt jump shot,0,0
2227,0,20,2-pt jump shot,0,1
2228,0,19,2-pt jump shot,0,1
2229,0,1,2-pt layup,0,1
2230,0,19,2-pt jump shot,0,1
2231,0,11,2-pt jump shot,0,0
2232,0,25,3-pt jump shot,0,0
2233,0,2,2-pt layup,0,1
2234,0,24,3-pt jump shot,0,0
2235,0,23,2-pt jump shot,0,1
2236,1,15,2-pt jump shot,0,1
2237,1,3,2-pt layup,0,1
2238,1,27,3-pt jump shot,0,0
2239,1,2,2-pt layup,0,1
2240,1,16,2-pt jump shot,1,1
2241,1,12,2-pt jump shot,0,1
2242,1,65,3-pt jump shot,0,0
2243,1,25,3-pt jump shot,0,0
2244,1,13,2-pt jump shot,0,0
2245,0,1,2-pt layup,0,0
2246,0,27,3-pt jump shot,0,0
2247,0,18,2-pt jump shot,0,0
2248,0,20,2-pt jump shot,0,1
2249,0,3,2-pt layup,0,1
2250,0,24,3-pt jump shot,0,0
2251,0,1,2-pt layup,0,1
2252,0,26,3-pt jump shot,0,0
2253,0,0,2-pt dunk,0,1
2254,0,12,2-pt jump shot,0,0
2255,0,16,2-pt jump shot,0,1
2256,0,2,2-pt jump shot,0,1
2257,0,0,2-pt layup,0,1
2258,0,15,2-pt jump shot,0,0
2259,0,25,3-pt jump shot,0,0
2260,0,24,3-pt jump shot,0,0
2261,0,1,2-pt layup,1,1
2262,0,25,3-pt jump shot,1,1
2263,1,23,3-pt jump shot,1,1
2264,1,24,3-pt jump shot,0,0
2265,1,1,2-pt layup,0,0
2266,1,2,2-pt layup,0,0
2267,1,0,2-pt layup,0,1
2268,1,0,2-pt dunk,1,1
2269,1,1,2-pt layup,1,1
2270,1,24,3-pt jump shot,1,1
2271,1,15,2-pt jump shot,0,0
2272,1,3,2-pt layup,0,0
2273,1,10,2-pt jump shot,0,1
2274,1,20,2-pt jump shot,0,0
2275,1,13,2-pt jump shot,0,1
2276,1,10,2-pt jump shot,0,0
2277,1,25,3-pt jump shot,0,0
2278,1,21,2-pt jump shot,1,1
2279,1,23,3-pt jump shot,0,0
2280,1,26,3-pt jump shot,0,0
2281,1,25,3-pt jump shot,1,1
2282,1,23,3-pt jump shot,0,0
2283,1,13,2-pt jump shot,0,0
2284,1,0,2-pt dunk,1,1
2285,1,2,2-pt layup,0,0
2286,1,24,3-pt jump shot,0,0
2287,1,12,2-pt jump shot,0,0
2288,1,16,2-pt jump shot,0,1
2289,1,11,2-pt jump shot,0,1
2290,1,2,2-pt layup,1,1
2291,1,0,2-pt dunk,1,1
2292,1,24,3-pt jump shot,0,0
2293,1,2,2-pt layup,0,1
2294,1,10,2-pt jump shot,1,1
2295,1,6,2-pt jump shot,0,1
2296,1,13,2-pt jump shot,0,1
2297,1,19,2-pt jump shot,0,0
2298,1,22,3-pt jump shot,0,0
2299,1,2,2-pt layup,0,0
2300,1,1,2-pt layup,0,1
2301,1,26,3-pt jump shot,0,0
2302,1,23,3-pt jump shot,1,1
2303,0,23,3-pt jump shot,1,1
2304,0,10,2-pt jump shot,0,0
2305,0,5,2-pt jump shot,0,1
2306,0,6,2-pt jump shot,0,0
2307,0,23,3-pt jump shot,0,0
2308,0,7,2-pt jump shot,1,1
2309,0,23,3-pt jump shot,0,0
2310,0,24,3-pt jump shot,0,0
2311,0,13,2-pt jump shot,0,0
2312,0,4,2-pt jump shot,0,0
2313,0,0,2-pt dunk,1,1
2314,0,24,3-pt jump shot,0,0
2315,0,20,2-pt jump shot,0,0
2316,0,16,2-pt jump shot,0,0
2317,0,2,2-pt layup,0,1
2318,0,16,2-pt jump shot,0,0
2319,0,1,2-pt layup,0,0
2320,0,23,3-pt jump shot,0,0
2321,0,1,2-pt layup,0,0
2322,1,26,3-pt jump shot,1,1
2323,1,0,2-pt dunk,0,1
2324,1,25,3-pt jump shot,0,0
2325,1,2,2-pt layup,0,0
2326,1,10,2-pt jump shot,0,0
2327,1,2,2-pt layup,0,0
2328,1,15,2-pt jump shot,0,0
2329,0,16,2-pt jump shot,0,0
2330,0,0,2-pt layup,1,1
2331,0,25,3-pt jump shot,0,0
2332,0,23,3-pt jump shot,1,1
2333,0,19,2-pt jump shot,0,1
2334,0,25,3-pt jump shot,1,1
2335,0,0,2-pt dunk,1,1
2336,0,11,2-pt jump shot,0,0
2337,0,14,2-pt jump shot,0,1
2338,0,3,2-pt layup,0,0
2339,0,2,2-pt layup,0,0
2340,0,23,3-pt jump shot,1,1
2341,0,24,3-pt jump shot,0,0
2342,0,24,3-pt jump shot,1,1
2343,0,25,3-pt jump shot,1,1
2344,0,25,3-pt jump shot,0,0
2345,0,2,2-pt layup,0,0
2346,0,3,2-pt layup,1,1
2347,0,0,2-pt layup,0,0
2348,0,24,3-pt jump shot,0,0
2349,0,1,2-pt layup,1,1
2350,0,0,2-pt dunk,1,1
2351,0,11,2-pt jump shot,0,0
2352,0,17,2-pt jump shot,0,1
2353,0,17,2-pt jump shot,1,1
2354,0,24,3-pt jump shot,1,1
2355,0,17,2-pt jump shot,0,0
2356,0,3,2-pt layup,1,1
2357,0,24,3-pt jump shot,1,1
2358,0,5,2-pt jump shot,0,0
2359,0,24,3-pt jump shot,0,0
2360,0,25,3-pt jump shot,0,0
2361,0,8,2-pt jump shot,0,0
2362,0,1,2-pt layup,0,1
2363,0,0,2-pt layup,0,0
2364,1,26,3-pt jump shot,0,0
2365,1,3,2-pt jump shot,0,1
2366,1,0,2-pt dunk,0,1
2367,1,7,2-pt jump shot,0,0
2368,1,0,2-pt dunk,0,0
2369,1,2,2-pt layup,0,0
2370,1,26,3-pt jump shot,0,0
2371,1,13,2-pt jump shot,0,0
2372,0,2,2-pt layup,0,0
2373,0,15,2-pt jump shot,0,0
2374,0,11,2-pt jump shot,0,0
2375,0,3,2-pt layup,0,0
2376,0,25,3-pt jump shot,0,0
2377,0,24,3-pt jump shot,0,0
2378,0,3,2-pt layup,0,0
2379,0,26,3-pt jump shot,0,0
2380,0,24,3-pt jump shot,0,0
2381,0,3,2-pt jump shot,0,0
2382,0,25,3-pt jump shot,0,0
2383,0,2,2-pt layup,0,0
2384,0,24,3-pt jump shot,0,0
2385,0,5,2-pt jump shot,0,1
2386,0,6,2-pt jump shot,0,0
2387,0,16,2-pt jump shot,0,0
2388,0,0,2-pt layup,0,0
2389,0,13,2-pt jump shot,0,0
2390,0,8,2-pt jump shot,0,1
2391,0,13,2-pt jump shot,0,0
2392,0,23,3-pt jump shot,0,0
2393,0,23,3-pt jump shot,0,0
2394,0,5,2-pt jump shot,0,0
2395,1,16,2-pt jump shot,0,0
2396,1,4,2-pt layup,0,0
2397,1,2,2-pt layup,0,0
2398,1,25,3-pt jump shot,1,1
2399,1,25,3-pt jump shot,0,0
2400,1,0,2-pt layup,0,1
2401,1,2,2-pt layup,0,0
2402,1,25,3-pt jump shot,1,1
2403,1,1,2-pt layup,1,1
2404,1,2,2-pt layup,0,0
2405,1,25,3-pt jump shot,1,1
2406,1,27,3-pt jump shot,0,0
2407,1,15,2-pt jump shot,0,1
2408,1,24,3-pt jump shot,0,0
2409,1,24,3-pt jump shot,1,1
2410,1,26,3-pt jump shot,0,0
2411,1,1,2-pt layup,0,1
2412,1,24,3-pt jump shot,0,0
2413,1,3,2-pt layup,0,0
2414,1,5,2-pt jump shot,0,0
2415,1,0,2-pt dunk,0,1
2416,1,27,3-pt jump shot,0,0
2417,1,24,3-pt jump shot,1,1
2418,1,26,3-pt jump shot,0,0
2419,1,14,2-pt jump shot,0,1
2420,1,0,2-pt dunk,1,1
2421,1,17,2-pt jump shot,0,0
2422,1,3,2-pt layup,0,0
2423,1,11,2-pt jump shot,0,1
2424,1,2,2-pt layup,0,0
2425,1,17,2-pt jump shot,0,0
2426,1,4,2-pt jump shot,0,0
2427,1,1,2-pt layup,0,0
2428,1,26,3-pt jump shot,0,0
2429,1,3,2-pt layup,0,0
2430,0,14,2-pt jump shot,0,0
2431,0,1,2-pt layup,0,1
2432,0,7,2-pt jump shot,0,0
2433,0,14,2-pt jump shot,0,0
2434,0,24,3-pt jump shot,1,1
2435,0,2,2-pt layup,0,0
2436,0,25,3-pt jump shot,1,1
2437,0,9,2-pt jump shot,1,1
2438,0,25,3-pt jump shot,1,1
2439,0,17,2-pt jump shot,0,0
2440,0,24,3-pt jump shot,0,0
2441,0,17,2-pt jump shot,0,0
2442,0,26,3-pt jump shot,0,0
2443,0,0,2-pt dunk,1,1
2444,0,22,2-pt jump shot,1,1
2445,1,7,2-pt jump shot,0,0
2446,1,2,2-pt layup,0,0
2447,1,19,2-pt jump shot,0,0
2448,1,18,2-pt jump shot,0,1
2449,1,23,3-pt jump shot,1,1
2450,1,2,2-pt layup,0,1
2451,1,25,3-pt jump shot,0,0
2452,1,22,3-pt jump shot,0,0
2453,1,2,2-pt layup,0,1
2454,1,24,3-pt jump shot,1,1
2455,1,26,3-pt jump shot,1,1
2456,1,7,2-pt jump shot,0,1
2457,1,9,2-pt jump shot,1,1
2458,1,12,2-pt jump shot,0,1
2459,1,3,2-pt layup,0,0
2460,1,1,2-pt layup,0,1
2461,1,9,2-pt jump shot,0,0
2462,1,2,2-pt layup,0,1
2463,1,26,3-pt jump shot,0,0
2464,1,3,2-pt layup,1,1
2465,1,1,2-pt layup,0,1
2466,1,2,2-pt layup,1,1
2467,0,23,3-pt jump shot,1,1
2468,0,25,3-pt jump shot,1,1
2469,0,24,3-pt jump shot,0,0
2470,0,2,2-pt layup,0,1
2471,0,19,2-pt jump shot,0,0
2472,0,24,3-pt jump shot,0,0
2473,1,17,2-pt jump shot,0,0
2474,1,2,2-pt layup,0,1
2475,1,20,2-pt jump shot,1,1
2476,1,17,2-pt jump shot,0,0
2477,1,12,2-pt jump shot,1,1
2478,1,24,3-pt jump shot,0,0
2479,1,25,3-pt jump shot,0,0
2480,1,0,2-pt dunk,0,1
2481,1,17,2-pt jump shot,0,0
2482,1,13,2-pt jump shot,0,0
2483,1,25,3-pt jump shot,0,0
2484,1,22,3-pt jump shot,0,0
2485,1,14,2-pt jump shot,0,0
2486,1,7,2-pt jump shot,0,0
2487,1,3,2-pt layup,0,0
2488,1,1,2-pt layup,0,1
2489,1,2,2-pt layup,0,0
2490,1,10,2-pt jump shot,0,1
2491,1,13,2-pt jump shot,0,0
2492,1,3,2-pt layup,0,0
2493,1,1,2-pt layup,1,1
2494,1,20,2-pt jump shot,0,0
2495,1,0,2-pt dunk,0,1
2496,1,2,2-pt layup,0,1
2497,1,7,2-pt jump shot,0,0
2498,1,24,3-pt jump shot,0,0
2499,1,22,2-pt jump shot,0,0
2500,1,12,2-pt jump shot,0,1
2501,1,19,2-pt jump shot,0,0
2502,0,19,2-pt jump shot,0,0
2503,0,13,2-pt jump shot,0,0
2504,0,2,2-pt layup,0,1
2505,0,3,2-pt layup,1,1
2506,0,24,3-pt jump shot,0,0
2507,0,1,2-pt layup,0,0
2508,0,2,2-pt layup,0,0
2509,0,26,3-pt jump shot,0,0
2510,0,12,2-pt jump shot,0,1
2511,0,21,2-pt jump shot,0,0
2512,0,12,2-pt jump shot,0,0
2513,0,25,3-pt jump shot,0,0
2514,0,4,2-pt jump shot,0,1
2515,0,24,3-pt jump shot,0,0
2516,0,12,2-pt jump shot,0,1
2517,0,17,2-pt jump shot,0,0
2518,0,1,2-pt layup,0,0
2519,0,1,2-pt layup,0,1
2520,0,20,2-pt jump shot,1,1
2521,0,25,3-pt jump shot,0,0
2522,0,11,2-pt jump shot,0,0
2523,0,17,2-pt jump shot,0,0
2524,0,0,2-pt dunk,1,1
2525,0,24,3-pt jump shot,0,0
2526,0,1,2-pt layup,1,1
2527,0,18,2-pt jump shot,1,1
2528,0,25,3-pt jump shot,1,1
2529,0,24,3-pt jump shot,0,0
2530,0,26,3-pt jump shot,0,0
2531,0,26,3-pt jump shot,0,0
2532,0,8,2-pt jump shot,0,0
2533,0,19,2-pt jump shot,0,0
2534,0,13,2-pt jump shot,0,0
2535,0,26,3-pt jump shot,0,0
2536,0,1,2-pt layup,0,0
2537,0,0,2-pt layup,0,1
2538,0,27,3-pt jump shot,0,0
2539,0,2,2-pt layup,0,0
2540,0,26,3-pt jump shot,0,0
2541,0,14,2-pt jump shot,0,0
2542,0,2,2-pt layup,0,1
2543,0,16,2-pt jump shot,0,1
2544,0,23,3-pt jump shot,0,0
2545,0,21,2-pt jump shot,0,0
2546,0,10,2-pt jump shot,0,0
2547,0,12,2-pt jump shot,0,1
2548,0,16,2-pt jump shot,0,0
2549,0,20,2-pt jump shot,0,1
2550,0,1,2-pt layup,0,0
2551,0,15,2-pt jump shot,0,0
2552,0,11,2-pt jump shot,0,1
2553,0,25,3-pt jump shot,0,0
2554,1,25,3-pt jump shot,0,1
2555,1,17,2-pt jump shot,0,0
2556,1,3,2-pt layup,0,0
2557,1,25,3-pt jump shot,0,0
2558,1,18,2-pt jump shot,0,0
2559,1,26,3-pt jump shot,0,0
2560,1,3,2-pt layup,0,0
2561,1,17,2-pt jump shot,0,0
2562,1,18,2-pt jump shot,0,0
2563,1,2,2-pt layup,0,0
2564,1,4,2-pt jump shot,0,0
2565,1,1,2-pt layup,0,1
2566,1,16,2-pt jump shot,0,0
2567,1,25,3-pt jump shot,0,0
2568,1,19,2-pt jump shot,0,1
2569,1,24,3-pt jump shot,1,1
2570,0,9,2-pt jump shot,0,0
2571,0,9,2-pt jump shot,0,0
2572,0,6,2-pt jump shot,0,0
2573,0,25,3-pt jump shot,1,1
2574,0,3,2-pt layup,0,1
2575,0,24,3-pt jump shot,1,1
2576,0,23,2-pt jump shot,0,0
2577,0,26,3-pt jump shot,0,0
2578,0,18,2-pt jump shot,0,1
2579,0,20,2-pt jump shot,0,0
2580,0,7,2-pt jump shot,0,0
2581,0,2,2-pt layup,0,1
2582,0,26,3-pt jump shot,0,0
2583,1,5,2-pt jump shot,0,0
2584,1,24,3-pt jump shot,0,0
2585,1,8,2-pt jump shot,0,0
2586,1,5,2-pt jump shot,0,0
2587,1,12,2-pt jump shot,0,1
2588,1,11,2-pt jump shot,0,0
2589,0,22,2-pt jump shot,1,1
2590,0,7,2-pt jump shot,0,0
2591,0,26,3-pt jump shot,0,0
2592,0,24,3-pt jump shot,1,1
2593,0,8,2-pt jump shot,0,0
2594,0,3,2-pt layup,1,1
2595,0,24,3-pt jump shot,0,0
2596,0,6,2-pt jump shot,0,0
2597,0,11,2-pt jump shot,0,0
2598,0,24,3-pt jump shot,1,1
2599,0,4,2-pt layup,1,1
2600,0,0,2-pt dunk,1,1
2601,0,25,3-pt jump shot,0,0
2602,0,25,3-pt jump shot,0,0
2603,0,4,2-pt layup,1,1
2604,0,25,3-pt jump shot,0,0
2605,0,14,2-pt jump shot,0,1
2606,0,5,2-pt jump shot,0,1
2607,0,3,2-pt layup,0,0
2608,0,5,2-pt jump shot,0,0
2609,0,3,2-pt layup,0,1
2610,0,25,3-pt jump shot,0,0
2611,0,19,2-pt jump shot,0,0
2612,0,21,2-pt jump shot,0,0
2613,0,4,2-pt layup,0,0
2614,0,2,2-pt layup,0,0
2615,0,2,2-pt layup,0,1
2616,0,26,3-pt jump shot,0,0
2617,0,22,2-pt jump shot,0,0
2618,0,21,2-pt jump shot,0,0
2619,0,10,2-pt jump shot,0,0
2620,0,24,3-pt jump shot,0,0
2621,0,16,2-pt jump shot,1,1
2622,0,19,2-pt jump shot,0,1
2623,0,24,3-pt jump shot,0,0
2624,0,10,2-pt jump shot,0,0
2625,0,20,2-pt jump shot,0,0
2626,0,2,2-pt layup,1,1
2627,0,26,3-pt jump shot,1,1
2628,0,19,2-pt jump shot,0,0
2629,1,11,2-pt jump shot,0,0
2630,1,9,2-pt jump shot,0,0
2631,1,5,2-pt jump shot,0,0
2632,1,14,2-pt jump shot,1,1
2633,1,27,3-pt jump shot,1,1
2634,1,17,2-pt jump shot,0,0
2635,1,24,3-pt jump shot,0,0
2636,1,16,2-pt jump shot,0,0
2637,1,19,2-pt jump shot,0,0
2638,1,15,2-pt jump shot,1,1
2639,1,24,3-pt jump shot,0,0
2640,1,25,3-pt jump shot,0,0
2641,1,1,2-pt layup,0,0
2642,1,16,2-pt jump shot,1,1
2643,1,17,2-pt jump shot,0,0
2644,1,10,2-pt jump shot,0,0
2645,1,2,2-pt layup,0,0
2646,1,6,2-pt jump shot,0,0
2647,1,14,2-pt jump shot,0,0
2648,1,16,2-pt jump shot,1,1
2649,1,2,2-pt layup,0,1
2650,1,13,2-pt jump shot,0,0
2651,1,23,3-pt jump shot,0,0
2652,1,5,2-pt jump shot,0,0
2653,1,25,3-pt jump shot,0,0
2654,1,15,2-pt jump shot,0,0
2655,0,4,2-pt jump shot,0,0
2656,0,16,2-pt jump shot,1,1
2657,0,23,2-pt jump shot,1,1
2658,0,2,2-pt layup,0,1
2659,0,26,3-pt jump shot,1,1
2660,0,3,2-pt jump shot,0,0
2661,0,23,3-pt jump shot,1,1
2662,0,8,2-pt jump shot,0,0
2663,0,2,2-pt layup,0,0
2664,0,15,2-pt jump shot,1,1
2665,0,24,3-pt jump shot,0,0
2666,0,24,3-pt jump shot,0,0
2667,1,12,2-pt jump shot,0,0
2668,1,25,3-pt jump shot,1,1
2669,1,10,2-pt jump shot,1,1
2670,1,2,2-pt layup,0,0
2671,1,24,3-pt jump shot,1,1
2672,1,25,3-pt jump shot,1,1
2673,1,9,2-pt jump shot,0,0
2674,1,0,2-pt dunk,0,1
2675,1,15,2-pt jump shot,0,1
2676,1,10,2-pt jump shot,0,0
2677,1,1,2-pt layup,0,1
2678,1,6,2-pt jump shot,0,0
2679,1,11,2-pt jump shot,0,0
2680,1,25,3-pt jump shot,0,0
2681,1,6,2-pt jump shot,0,0
2682,1,25,3-pt jump shot,0,0
2683,1,5,2-pt jump shot,0,0
2684,1,4,2-pt jump shot,0,0
2685,1,1,2-pt layup,0,0
2686,1,21,2-pt jump shot,0,1
2687,1,26,3-pt jump shot,0,0
2688,1,1,2-pt layup,0,1
2689,1,0,2-pt dunk,0,0
2690,1,25,3-pt jump shot,0,0
2691,1,1,2-pt layup,0,1
2692,1,17,2-pt jump shot,0,0
2693,0,15,2-pt jump shot,0,0
2694,0,0,2-pt dunk,1,1
2695,0,24,3-pt jump shot,1,1
2696,0,0,2-pt layup,0,1
2697,0,23,3-pt jump shot,0,0
2698,0,9,2-pt jump shot,0,1
2699,0,13,2-pt jump shot,0,0
2700,0,1,2-pt layup,1,1
2701,0,3,2-pt jump shot,0,0
2702,0,11,2-pt jump shot,0,1
2703,0,9,2-pt jump shot,1,1
2704,0,1,2-pt layup,0,0
2705,0,6,2-pt jump shot,0,0
2706,0,3,2-pt layup,0,1
2707,0,25,3-pt jump shot,0,0
2708,0,11,2-pt jump shot,0,0
2709,0,4,2-pt jump shot,0,1
2710,1,1,2-pt layup,0,1
2711,1,4,2-pt jump shot,0,0
2712,1,9,2-pt jump shot,0,0
2713,1,26,3-pt jump shot,1,1
2714,1,25,3-pt jump shot,0,0
2715,1,24,3-pt jump shot,1,1
2716,1,20,2-pt jump shot,0,0
2717,1,14,2-pt jump shot,0,0
2718,1,2,2-pt layup,1,1
2719,1,3,2-pt layup,0,0
2720,1,25,3-pt jump shot,0,0
2721,1,19,2-pt jump shot,0,0
2722,1,15,2-pt jump shot,0,0
2723,1,23,3-pt jump shot,0,0
2724,1,8,2-pt jump shot,0,0
2725,1,24,3-pt jump shot,0,0
2726,1,8,2-pt jump shot,1,1
2727,1,25,3-pt jump shot,0,0
2728,1,0,2-pt dunk,0,1
2729,1,23,3-pt jump shot,0,0
2730,0,17,2-pt jump shot,0,0
2731,0,25,3-pt jump shot,1,1
2732,0,23,3-pt jump shot,0,0
2733,0,26,3-pt jump shot,0,0
2734,0,17,2-pt jump shot,0,0
2735,0,2,2-pt layup,1,1
2736,0,24,3-pt jump shot,0,0
2737,0,10,2-pt jump shot,0,0
2738,0,13,2-pt jump shot,1,1
2739,0,15,2-pt jump shot,0,0
2740,0,6,2-pt jump shot,0,0
2741,0,23,3-pt jump shot,0,0
2742,0,2,2-pt layup,0,1
2743,0,2,2-pt jump shot,0,0
